HomePlanet,CryoSleep,Destination,Age,VIP,CabinDeck,CabinNumber,CabinSide,TotalSpent
Mars,True,TRAPPIST-1e,5.0,False,F,120,P,0.0
Mars,False,TRAPPIST-1e,23.0,False,D,22,P,3740.0
Europa,True,TRAPPIST-1e,53.0,False,D,23,P,0.0
Mars,False,TRAPPIST-1e,18.0,False,F,121,P,1688.0
Earth,True,PSO J318.5-22,20.0,False,G,89,P,0.0
Earth,False,TRAPPIST-1e,23.0,False,E,35,P,787.0
Earth,False,TRAPPIST-1e,48.0,False,G,90,P,1777.0
Earth,True,PSO J318.5-22,19.0,False,G,86,S,0.0
Earth,False,55 Cancri e,9.0,False,G,87,S,0.0
Earth,True,TRAPPIST-1e,21.0,False,G,91,P,0.0
Mars,False,TRAPPIST-1e,0.0,False,F,124,P,0.0
Mars,False,TRAPPIST-1e,26.0,False,F,124,P,1428.0
Mars,True,TRAPPIST-1e,9.0,False,F,124,P,0.0
Europa,False,TRAPPIST-1e,24.0,False,C,23,S,5013.0
Mars,True,TRAPPIST-1e,24.0,False,F,125,P,0.0
Mars,False,TRAPPIST-1e,25.0,False,E,36,P,0.0
Mars,True,TRAPPIST-1e,21.0,False,F,125,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,F,126,P,759.0
Earth,False,TRAPPIST-1e,7.0,False,G,94,P,0.0
Earth,True,PSO J318.5-22,31.0,False,G,90,S,0.0
Europa,True,TRAPPIST-1e,27.0,True,B,25,P,0.0
Earth,True,TRAPPIST-1e,58.0,False,G,92,S,0.0
Earth,False,TRAPPIST-1e,7.0,False,G,92,S,0.0
Earth,True,55 Cancri e,3.0,False,G,92,S,0.0
Earth,False,55 Cancri e,21.0,False,G,95,P,957.0
Earth,False,PSO J318.5-22,21.0,False,F,131,P,757.0
Europa,True,55 Cancri e,43.0,False,C,24,S,0.0
Earth,True,TRAPPIST-1e,22.0,False,G,93,S,0.0
Earth,False,TRAPPIST-1e,44.0,False,F,133,P,1319.0
Earth,False,TRAPPIST-1e,38.0,False,G,96,P,1018.0
Mars,True,TRAPPIST-1e,32.0,False,F,112,S,0.0
Mars,True,TRAPPIST-1e,55.0,False,F,113,S,0.0
Mars,False,PSO J318.5-22,31.0,True,D,25,P,779.0
Earth,False,TRAPPIST-1e,39.0,False,F,135,P,2019.0
Earth,False,TRAPPIST-1e,35.0,False,G,94,S,1778.0
Earth,False,TRAPPIST-1e,37.0,False,E,43,S,994.0
Earth,False,55 Cancri e,13.0,False,F,136,P,705.0
Earth,False,TRAPPIST-1e,21.0,False,F,136,P,682.0
Mars,False,TRAPPIST-1e,20.0,False,E,44,S,0.0
Europa,True,55 Cancri e,20.0,False,B,28,P,0.0
Earth,False,TRAPPIST-1e,36.0,False,F,114,S,1979.0
Europa,False,55 Cancri e,29.0,False,C,25,S,4434.0
Europa,False,55 Cancri e,36.0,False,C,25,S,7141.0
Europa,False,TRAPPIST-1e,79.0,False,C,25,S,2212.0
Europa,True,55 Cancri e,30.0,False,C,25,S,0.0
Europa,True,55 Cancri e,30.0,False,C,25,S,0.0
Mars,False,TRAPPIST-1e,19.0,False,F,138,P,1426.0
Europa,True,TRAPPIST-1e,33.0,False,E,38,P,0.0
Europa,True,55 Cancri e,38.0,False,C,26,S,0.0
Mars,True,TRAPPIST-1e,7.0,False,F,115,S,0.0
Mars,True,TRAPPIST-1e,58.0,False,F,115,S,0.0
Mars,False,TRAPPIST-1e,33.0,False,F,115,S,1192.0
Earth,True,PSO J318.5-22,3.0,False,G,95,S,0.0
Mars,False,TRAPPIST-1e,37.0,False,E,39,P,947.0
Earth,False,TRAPPIST-1e,32.0,False,G,101,P,771.0
Earth,False,TRAPPIST-1e,38.0,False,G,97,S,884.0
Earth,True,TRAPPIST-1e,18.0,False,G,98,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,G,99,S,0.0
Europa,False,TRAPPIST-1e,44.0,False,C,23,P,4588.0
Earth,False,TRAPPIST-1e,44.0,False,F,140,P,715.0
Europa,False,TRAPPIST-1e,36.0,False,E,46,S,10196.0
Mars,False,TRAPPIST-1e,15.0,False,F,141,P,1289.0
Earth,False,TRAPPIST-1e,45.0,False,F,142,P,1583.0
Earth,False,TRAPPIST-1e,26.0,False,F,143,P,944.0
Earth,True,PSO J318.5-22,46.0,False,G,102,P,0.0
Earth,False,TRAPPIST-1e,25.0,False,G,103,P,786.0
Earth,True,PSO J318.5-22,46.0,False,G,101,S,0.0
Earth,True,TRAPPIST-1e,15.0,False,G,102,S,0.0
Earth,True,TRAPPIST-1e,37.0,False,G,103,S,0.0
Earth,True,PSO J318.5-22,45.0,False,G,105,P,0.0
Earth,True,TRAPPIST-1e,7.0,False,G,105,P,0.0
Mars,True,TRAPPIST-1e,38.0,False,F,121,S,0.0
Mars,False,TRAPPIST-1e,30.0,False,F,144,P,617.0
Mars,False,TRAPPIST-1e,0.0,False,F,145,P,0.0
Mars,True,TRAPPIST-1e,20.0,False,F,145,P,0.0
Earth,False,TRAPPIST-1e,41.0,False,E,41,P,997.0
Mars,True,TRAPPIST-1e,18.0,False,F,146,P,0.0
Mars,False,TRAPPIST-1e,19.0,False,D,23,S,3319.0
Mars,False,TRAPPIST-1e,34.0,False,E,48,S,2114.0
Europa,True,TRAPPIST-1e,36.0,False,B,25,S,0.0
Mars,True,TRAPPIST-1e,54.0,False,F,122,S,0.0
Mars,False,TRAPPIST-1e,19.0,False,E,49,S,947.0
Mars,False,TRAPPIST-1e,21.0,False,F,123,S,2457.0
Mars,True,TRAPPIST-1e,23.0,False,E,49,S,0.0
Europa,False,TRAPPIST-1e,34.0,False,C,27,S,7869.0
Earth,False,TRAPPIST-1e,22.0,False,G,107,S,881.0
Earth,False,55 Cancri e,24.0,False,F,147,P,722.0
Mars,False,55 Cancri e,24.0,False,D,24,S,3012.0
Europa,True,TRAPPIST-1e,33.0,False,D,25,S,0.0
Earth,False,TRAPPIST-1e,24.0,False,F,127,S,803.0
Earth,True,TRAPPIST-1e,18.0,False,G,108,S,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,107,P,0.0
Earth,False,55 Cancri e,43.0,False,F,149,P,722.0
Europa,False,55 Cancri e,25.0,False,A,7,S,5416.0
Mars,False,TRAPPIST-1e,23.0,False,E,42,P,2075.0
Earth,False,TRAPPIST-1e,26.0,False,E,50,S,1609.0
Earth,True,PSO J318.5-22,38.0,False,G,109,P,0.0
Earth,False,TRAPPIST-1e,1.0,False,G,109,P,0.0
Earth,True,PSO J318.5-22,2.0,False,G,109,P,0.0
Earth,True,PSO J318.5-22,25.0,False,G,109,P,0.0
Earth,True,55 Cancri e,1.0,False,G,109,P,0.0
Earth,True,55 Cancri e,0.0,False,G,109,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,E,43,P,787.0
Mars,False,TRAPPIST-1e,19.0,False,E,44,P,0.0
Earth,False,PSO J318.5-22,24.0,False,F,132,S,2773.0
Earth,True,TRAPPIST-1e,20.0,False,G,111,P,0.0
Earth,False,TRAPPIST-1e,23.0,False,F,133,S,646.0
Earth,False,55 Cancri e,29.0,False,F,134,S,1382.0
Earth,False,TRAPPIST-1e,14.0,False,E,53,S,788.0
Earth,False,55 Cancri e,23.0,False,F,153,P,691.0
Earth,False,TRAPPIST-1e,62.0,False,F,154,P,1553.0
Earth,False,TRAPPIST-1e,23.0,False,F,156,P,672.0
Europa,False,55 Cancri e,67.0,False,C,24,P,3505.0
Europa,True,55 Cancri e,14.0,False,C,24,P,0.0
Europa,False,TRAPPIST-1e,41.0,False,C,24,P,7077.0
Earth,True,TRAPPIST-1e,14.0,False,G,111,S,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,112,S,0.0
Earth,False,55 Cancri e,22.0,False,F,140,S,691.0
Europa,True,55 Cancri e,54.0,False,B,27,S,0.0
Europa,False,TRAPPIST-1e,34.0,False,B,27,S,4636.0
Mars,False,55 Cancri e,67.0,False,D,33,P,1179.0
Earth,True,PSO J318.5-22,30.0,False,G,114,S,0.0
Mars,False,PSO J318.5-22,35.0,False,F,142,S,1315.0
Earth,False,TRAPPIST-1e,49.0,False,G,116,S,887.0
Europa,False,55 Cancri e,36.0,False,B,32,P,29608.0
Europa,True,55 Cancri e,54.0,False,B,28,S,0.0
Earth,True,TRAPPIST-1e,0.0,False,G,117,S,0.0
Earth,True,PSO J318.5-22,10.0,False,G,117,S,0.0
Earth,False,55 Cancri e,0.0,False,G,117,S,0.0
Earth,True,TRAPPIST-1e,25.0,False,G,112,P,0.0
Europa,False,55 Cancri e,37.0,False,E,56,S,6176.0
Europa,True,55 Cancri e,15.0,False,E,56,S,0.0
Europa,False,55 Cancri e,7.0,False,E,56,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,F,143,S,737.0
Earth,False,TRAPPIST-1e,19.0,False,F,161,P,1419.0
Europa,False,TRAPPIST-1e,30.0,False,A,5,P,4022.0
Earth,False,PSO J318.5-22,21.0,False,G,118,S,517.0
Mars,True,TRAPPIST-1e,59.0,False,F,163,P,0.0
Europa,True,55 Cancri e,28.0,False,C,33,S,0.0
Earth,False,TRAPPIST-1e,32.0,False,F,165,P,716.0
Earth,True,TRAPPIST-1e,19.0,False,G,113,P,0.0
Europa,False,TRAPPIST-1e,31.0,True,A,8,S,2689.0
Europa,False,TRAPPIST-1e,30.0,False,A,8,S,4598.0
Europa,True,TRAPPIST-1e,26.0,False,A,8,S,0.0
Earth,True,PSO J318.5-22,24.0,False,G,115,P,0.0
Earth,False,PSO J318.5-22,39.0,False,G,117,P,773.0
Mars,True,55 Cancri e,27.0,False,F,144,S,0.0
Earth,False,TRAPPIST-1e,34.0,False,F,145,S,874.0
Europa,True,55 Cancri e,28.0,False,D,28,S,0.0
Earth,False,TRAPPIST-1e,29.0,False,F,146,S,645.0
Mars,True,PSO J318.5-22,38.0,False,F,147,S,0.0
Mars,True,TRAPPIST-1e,1.0,False,F,148,S,0.0
Europa,False,55 Cancri e,36.0,True,C,29,P,15302.0
Earth,False,TRAPPIST-1e,31.0,False,F,149,S,1386.0
Earth,False,TRAPPIST-1e,1.0,False,G,120,S,0.0
Earth,False,TRAPPIST-1e,31.0,False,E,57,S,980.0
Mars,False,TRAPPIST-1e,42.0,False,F,151,S,1191.0
Mars,False,TRAPPIST-1e,0.0,False,F,151,S,0.0
Mars,False,PSO J318.5-22,41.0,False,F,152,S,2042.0
Mars,True,TRAPPIST-1e,0.0,False,F,152,S,0.0
Mars,False,TRAPPIST-1e,0.0,False,F,152,S,0.0
Mars,True,TRAPPIST-1e,59.0,False,F,169,P,0.0
Europa,False,55 Cancri e,24.0,False,E,60,S,5336.0
Earth,True,TRAPPIST-1e,20.0,False,G,119,P,0.0
Europa,False,TRAPPIST-1e,71.0,True,B,29,S,0.0
Earth,False,55 Cancri e,15.0,False,F,154,S,776.0
Earth,False,TRAPPIST-1e,18.0,False,G,122,S,751.0
Earth,False,TRAPPIST-1e,19.0,False,F,156,S,732.0
Earth,True,55 Cancri e,4.0,False,G,123,S,0.0
Mars,False,TRAPPIST-1e,51.0,False,F,158,S,1213.0
Earth,True,TRAPPIST-1e,13.0,False,G,120,P,0.0
Earth,False,TRAPPIST-1e,42.0,False,F,159,S,867.0
Earth,False,PSO J318.5-22,21.0,False,F,170,P,2712.0
Earth,False,TRAPPIST-1e,31.0,False,F,171,P,814.0
Earth,False,TRAPPIST-1e,31.0,False,F,173,P,865.0
Earth,False,55 Cancri e,14.0,False,G,124,S,676.0
Mars,False,PSO J318.5-22,32.0,True,F,160,S,1266.0
Europa,False,TRAPPIST-1e,32.0,False,B,30,S,5331.0
Europa,False,55 Cancri e,57.0,False,B,31,S,7173.0
Earth,True,TRAPPIST-1e,13.0,False,G,125,S,0.0
Mars,True,TRAPPIST-1e,30.0,False,F,175,P,0.0
Mars,True,TRAPPIST-1e,14.0,False,F,175,P,0.0
Europa,False,TRAPPIST-1e,27.0,False,B,32,S,0.0
Europa,True,55 Cancri e,32.0,False,B,32,S,0.0
Mars,True,TRAPPIST-1e,54.0,False,E,62,S,0.0
Earth,False,55 Cancri e,23.0,False,F,176,P,627.0
Earth,True,TRAPPIST-1e,32.0,False,G,127,S,0.0
Earth,True,TRAPPIST-1e,36.0,False,G,129,S,0.0
Earth,False,TRAPPIST-1e,11.0,False,G,129,S,0.0
Earth,True,TRAPPIST-1e,6.0,False,G,129,S,0.0
Europa,True,55 Cancri e,22.0,False,B,35,S,0.0
Earth,True,TRAPPIST-1e,37.0,False,G,130,S,0.0
Earth,False,TRAPPIST-1e,55.0,False,F,164,S,724.0
Europa,False,TRAPPIST-1e,20.0,False,A,10,S,5033.0
Earth,False,TRAPPIST-1e,19.0,False,F,165,S,702.0
Earth,False,TRAPPIST-1e,35.0,False,F,166,S,747.0
Europa,True,55 Cancri e,33.0,False,C,30,P,0.0
Mars,False,PSO J318.5-22,37.0,True,D,31,S,831.0
Europa,False,TRAPPIST-1e,41.0,False,D,32,S,3163.0
Earth,False,TRAPPIST-1e,13.0,False,G,127,P,908.0
Earth,True,TRAPPIST-1e,31.0,False,G,133,S,0.0
Earth,True,55 Cancri e,52.0,False,G,133,S,0.0
Europa,False,TRAPPIST-1e,48.0,False,C,32,P,0.0
Earth,True,55 Cancri e,32.0,False,G,129,P,0.0
Earth,False,TRAPPIST-1e,26.0,False,F,187,P,717.0
Earth,True,TRAPPIST-1e,44.0,False,G,130,P,0.0
Mars,False,TRAPPIST-1e,32.0,False,F,167,S,2599.0
Earth,False,TRAPPIST-1e,18.0,False,F,188,P,737.0
Europa,False,TRAPPIST-1e,44.0,False,C,33,P,3983.0
Mars,False,PSO J318.5-22,29.0,False,D,38,P,879.0
Europa,False,55 Cancri e,41.0,False,B,34,P,14811.0
Earth,True,TRAPPIST-1e,19.0,False,G,137,S,0.0
Europa,False,TRAPPIST-1e,31.0,False,B,37,S,8280.0
Earth,False,TRAPPIST-1e,20.0,False,G,138,S,704.0
Earth,False,TRAPPIST-1e,24.0,False,E,66,S,1602.0
Earth,False,PSO J318.5-22,26.0,False,F,190,P,1370.0
Earth,True,PSO J318.5-22,44.0,False,G,139,S,0.0
Europa,False,55 Cancri e,31.0,False,B,35,P,2490.0
Europa,True,TRAPPIST-1e,22.0,False,B,38,S,0.0
Earth,False,TRAPPIST-1e,33.0,False,E,67,S,997.0
Mars,False,TRAPPIST-1e,34.0,False,F,191,P,2005.0
Mars,True,TRAPPIST-1e,11.0,False,F,191,P,0.0
Europa,False,55 Cancri e,30.0,False,B,39,S,8524.0
Europa,False,TRAPPIST-1e,30.0,False,B,39,S,3836.0
Earth,True,PSO J318.5-22,31.0,False,G,133,P,0.0
Earth,False,TRAPPIST-1e,38.0,False,F,192,P,1041.0
Earth,True,TRAPPIST-1e,15.0,False,G,134,P,0.0
Europa,False,TRAPPIST-1e,29.0,False,C,35,P,4064.0
Earth,False,TRAPPIST-1e,36.0,False,F,194,P,901.0
Earth,False,TRAPPIST-1e,24.0,False,F,172,S,804.0
Earth,False,TRAPPIST-1e,30.0,False,E,68,S,871.0
Earth,False,TRAPPIST-1e,0.0,False,G,143,S,0.0
Earth,False,TRAPPIST-1e,38.0,False,G,136,P,809.0
Earth,False,TRAPPIST-1e,13.0,False,F,195,P,1182.0
Mars,False,TRAPPIST-1e,18.0,False,F,196,P,1149.0
Earth,False,TRAPPIST-1e,16.0,False,G,137,P,1722.0
Earth,False,55 Cancri e,8.0,False,G,137,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,198,P,607.0
Earth,False,55 Cancri e,26.0,False,G,138,P,675.0
Earth,True,55 Cancri e,15.0,False,G,140,P,0.0
Earth,True,PSO J318.5-22,38.0,False,G,144,S,0.0
Mars,False,TRAPPIST-1e,45.0,False,F,175,S,2260.0
Earth,False,TRAPPIST-1e,28.0,False,E,70,S,636.0
Mars,True,TRAPPIST-1e,41.0,False,F,201,P,0.0
Earth,False,55 Cancri e,14.0,False,G,141,P,893.0
Europa,True,TRAPPIST-1e,48.0,False,B,36,P,0.0
Mars,False,TRAPPIST-1e,19.0,False,F,178,S,1769.0
Earth,False,TRAPPIST-1e,29.0,False,F,179,S,1544.0
Earth,False,TRAPPIST-1e,20.0,False,E,53,P,792.0
Mars,True,TRAPPIST-1e,44.0,False,F,202,P,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,142,P,0.0
Earth,False,TRAPPIST-1e,21.0,False,E,54,P,1669.0
Earth,False,55 Cancri e,32.0,False,E,56,P,826.0
Earth,True,TRAPPIST-1e,20.0,False,G,146,S,0.0
Earth,True,PSO J318.5-22,57.0,False,G,145,P,0.0
Earth,True,55 Cancri e,34.0,False,G,149,S,0.0
Earth,False,TRAPPIST-1e,45.0,False,G,150,S,887.0
Earth,False,TRAPPIST-1e,23.0,False,G,150,S,809.0
Earth,True,TRAPPIST-1e,30.0,False,G,150,S,0.0
Earth,False,55 Cancri e,20.0,False,F,182,S,1235.0
Earth,True,TRAPPIST-1e,22.0,False,G,150,S,0.0
Earth,True,TRAPPIST-1e,71.0,False,G,150,S,0.0
Earth,False,TRAPPIST-1e,16.0,False,F,204,P,666.0
Earth,False,TRAPPIST-1e,36.0,False,E,73,S,989.0
Earth,False,TRAPPIST-1e,6.0,False,G,146,P,0.0
Earth,False,PSO J318.5-22,26.0,False,F,183,S,687.0
Europa,False,TRAPPIST-1e,49.0,False,D,35,S,3077.0
Europa,False,TRAPPIST-1e,29.0,False,D,35,S,12597.0
Europa,False,55 Cancri e,46.0,False,D,35,S,2966.0
Europa,True,55 Cancri e,17.0,False,D,35,S,0.0
Europa,False,55 Cancri e,37.0,False,D,35,S,6931.0
Earth,False,55 Cancri e,24.0,False,F,184,S,701.0
Earth,True,TRAPPIST-1e,47.0,False,G,153,S,0.0
Earth,False,TRAPPIST-1e,26.0,False,F,185,S,866.0
Europa,True,55 Cancri e,46.0,False,C,36,P,0.0
Mars,False,TRAPPIST-1e,27.0,False,F,186,S,1157.0
Europa,False,TRAPPIST-1e,56.0,False,C,37,P,7735.0
Earth,True,TRAPPIST-1e,15.0,False,G,154,S,0.0
Mars,False,55 Cancri e,3.0,False,F,187,S,0.0
Mars,False,TRAPPIST-1e,42.0,False,F,187,S,1768.0
Mars,True,TRAPPIST-1e,1.0,False,F,187,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,G,156,S,786.0
Earth,False,TRAPPIST-1e,21.0,False,E,74,S,791.0
Earth,True,TRAPPIST-1e,5.0,False,E,74,S,0.0
Europa,True,55 Cancri e,39.0,False,C,39,S,0.0
Europa,True,TRAPPIST-1e,60.0,False,C,39,S,0.0
Earth,True,TRAPPIST-1e,58.0,False,G,148,P,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,149,P,0.0
Earth,True,TRAPPIST-1e,29.0,False,G,158,S,0.0
Mars,True,TRAPPIST-1e,19.0,False,F,207,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,190,S,1262.0
Earth,True,TRAPPIST-1e,18.0,False,G,150,P,0.0
Mars,True,TRAPPIST-1e,25.0,False,F,208,P,0.0
Earth,False,55 Cancri e,18.0,False,F,209,P,1476.0
Earth,True,TRAPPIST-1e,0.0,False,G,152,P,0.0
Earth,False,55 Cancri e,0.0,False,G,152,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,210,P,1067.0
Mars,False,TRAPPIST-1e,8.0,False,F,211,P,0.0
Mars,False,TRAPPIST-1e,46.0,False,F,211,P,1573.0
Mars,False,55 Cancri e,3.0,False,F,211,P,0.0
Mars,True,TRAPPIST-1e,30.0,False,F,212,P,0.0
Earth,False,TRAPPIST-1e,23.0,False,F,213,P,1088.0
Earth,False,TRAPPIST-1e,14.0,False,F,194,S,947.0
Earth,True,PSO J318.5-22,25.0,False,G,153,P,0.0
Earth,True,TRAPPIST-1e,61.0,False,G,154,P,0.0
Earth,False,TRAPPIST-1e,31.0,False,G,155,P,888.0
Mars,False,55 Cancri e,13.0,False,F,214,P,2016.0
Earth,False,TRAPPIST-1e,47.0,False,G,163,S,889.0
Earth,False,PSO J318.5-22,15.0,False,G,164,S,750.0
Earth,False,TRAPPIST-1e,49.0,False,F,215,P,2486.0
Europa,False,TRAPPIST-1e,37.0,False,C,38,P,0.0
Europa,False,TRAPPIST-1e,44.0,False,C,38,P,14067.0
Earth,False,TRAPPIST-1e,20.0,False,F,216,P,1152.0
Mars,True,55 Cancri e,36.0,False,F,217,P,0.0
Mars,True,TRAPPIST-1e,31.0,False,F,217,P,0.0
Earth,False,PSO J318.5-22,27.0,False,F,199,S,558.0
Earth,False,TRAPPIST-1e,58.0,False,F,200,S,924.0
Mars,True,55 Cancri e,30.0,False,F,218,P,0.0
Europa,True,55 Cancri e,20.0,False,C,39,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,F,201,S,757.0
Earth,False,TRAPPIST-1e,26.0,False,F,219,P,970.0
Mars,True,TRAPPIST-1e,35.0,False,F,220,P,0.0
Earth,True,PSO J318.5-22,38.0,False,G,167,S,0.0
Europa,True,TRAPPIST-1e,14.0,False,B,41,S,0.0
Europa,True,TRAPPIST-1e,27.0,False,B,41,S,0.0
Earth,True,TRAPPIST-1e,25.0,False,G,161,P,0.0
Earth,False,55 Cancri e,25.0,False,E,60,P,788.0
Mars,False,TRAPPIST-1e,33.0,False,F,205,S,1318.0
Mars,True,TRAPPIST-1e,27.0,False,F,206,S,0.0
Mars,True,TRAPPIST-1e,23.0,False,F,206,S,0.0
Mars,False,TRAPPIST-1e,18.0,False,F,206,S,1414.0
Earth,False,TRAPPIST-1e,31.0,False,F,207,S,860.0
Earth,True,TRAPPIST-1e,0.0,False,G,166,P,0.0
Earth,True,TRAPPIST-1e,4.0,False,G,166,P,0.0
Earth,False,TRAPPIST-1e,7.0,False,G,166,P,0.0
Earth,True,PSO J318.5-22,20.0,False,G,169,S,0.0
Europa,False,TRAPPIST-1e,26.0,False,D,41,P,2037.0
Mars,True,TRAPPIST-1e,35.0,False,F,223,P,0.0
Mars,False,TRAPPIST-1e,23.0,False,D,42,P,2131.0
Mars,True,TRAPPIST-1e,42.0,False,E,76,S,0.0
Earth,False,PSO J318.5-22,22.0,False,F,225,P,720.0
Mars,False,TRAPPIST-1e,18.0,False,F,226,P,1388.0
Mars,False,TRAPPIST-1e,18.0,False,F,226,P,2603.0
Mars,False,TRAPPIST-1e,29.0,False,E,62,P,1028.0
Earth,False,TRAPPIST-1e,17.0,False,F,208,S,876.0
Mars,False,TRAPPIST-1e,58.0,False,F,211,S,1157.0
Europa,False,TRAPPIST-1e,23.0,False,C,42,S,7595.0
Europa,False,55 Cancri e,26.0,False,C,42,S,6903.0
Europa,False,55 Cancri e,40.0,False,B,39,P,10358.0
Earth,False,TRAPPIST-1e,20.0,False,E,78,S,719.0
Mars,False,TRAPPIST-1e,38.0,True,E,79,S,1299.0
Mars,False,TRAPPIST-1e,31.0,False,E,79,S,0.0
Earth,True,TRAPPIST-1e,34.0,False,G,173,S,0.0
Earth,False,TRAPPIST-1e,9.0,False,G,174,S,0.0
Earth,True,TRAPPIST-1e,26.0,False,G,174,S,0.0
Earth,False,TRAPPIST-1e,18.0,False,E,63,P,906.0
Europa,False,TRAPPIST-1e,28.0,False,B,40,P,9547.0
Europa,True,55 Cancri e,18.0,False,B,43,S,0.0
Earth,False,TRAPPIST-1e,28.0,False,E,80,S,792.0
Mars,False,TRAPPIST-1e,27.0,False,E,64,P,0.0
Earth,False,TRAPPIST-1e,32.0,False,G,175,S,1822.0
Europa,False,TRAPPIST-1e,53.0,False,B,46,S,2534.0
Europa,True,TRAPPIST-1e,34.0,False,B,46,S,0.0
Europa,True,55 Cancri e,42.0,False,B,46,S,0.0
Earth,True,TRAPPIST-1e,19.0,False,G,176,S,0.0
Earth,False,TRAPPIST-1e,54.0,False,G,173,P,908.0
Earth,False,TRAPPIST-1e,12.0,False,G,177,S,0.0
Earth,False,TRAPPIST-1e,35.0,False,F,217,S,1396.0
Europa,True,TRAPPIST-1e,49.0,False,B,42,P,0.0
Europa,False,TRAPPIST-1e,30.0,False,C,42,P,7166.0
Europa,False,55 Cancri e,34.0,False,C,42,P,5022.0
Earth,False,55 Cancri e,8.0,False,G,178,S,0.0
Earth,False,TRAPPIST-1e,7.0,False,G,178,S,0.0
Earth,True,TRAPPIST-1e,3.0,False,G,178,S,0.0
Earth,False,TRAPPIST-1e,0.0,False,G,178,S,0.0
Earth,False,55 Cancri e,10.0,False,G,178,S,0.0
Mars,False,TRAPPIST-1e,41.0,False,F,218,S,1128.0
Earth,True,TRAPPIST-1e,18.0,False,G,174,P,0.0
Europa,True,TRAPPIST-1e,32.0,False,B,43,P,0.0
Europa,True,55 Cancri e,26.0,False,B,43,P,0.0
Earth,True,TRAPPIST-1e,18.0,False,G,175,P,0.0
Europa,False,TRAPPIST-1e,27.0,False,B,47,S,6128.0
Europa,True,TRAPPIST-1e,26.0,False,B,47,S,0.0
Europa,False,55 Cancri e,28.0,False,B,48,S,11906.0
Europa,False,55 Cancri e,19.0,False,B,48,S,18117.0
Europa,False,TRAPPIST-1e,31.0,False,C,45,S,2644.0
Europa,False,55 Cancri e,46.0,False,B,44,P,9820.0
Europa,False,TRAPPIST-1e,37.0,False,B,44,P,1241.0
Europa,True,TRAPPIST-1e,29.0,False,B,44,P,0.0
Europa,True,TRAPPIST-1e,17.0,False,B,44,P,0.0
Europa,False,55 Cancri e,30.0,False,C,43,P,6411.0
Earth,False,TRAPPIST-1e,16.0,False,E,69,P,791.0
Earth,False,TRAPPIST-1e,23.0,False,E,83,S,791.0
Mars,True,TRAPPIST-1e,34.0,False,F,223,S,0.0
Europa,True,TRAPPIST-1e,59.0,False,C,44,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,F,224,S,600.0
Europa,True,TRAPPIST-1e,15.0,False,B,49,S,0.0
Mars,True,55 Cancri e,64.0,False,F,237,P,0.0
Mars,False,TRAPPIST-1e,24.0,False,E,70,P,3007.0
Earth,False,TRAPPIST-1e,0.0,False,G,183,S,0.0
Earth,True,TRAPPIST-1e,1.0,False,G,183,S,0.0
Earth,False,TRAPPIST-1e,48.0,False,F,227,S,800.0
Earth,False,TRAPPIST-1e,12.0,False,G,183,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,F,228,S,803.0
Earth,False,TRAPPIST-1e,10.0,False,G,184,S,0.0
Earth,False,TRAPPIST-1e,11.0,False,G,184,S,0.0
Europa,False,TRAPPIST-1e,58.0,False,C,46,P,7518.0
Earth,False,TRAPPIST-1e,52.0,False,E,72,P,786.0
Earth,False,TRAPPIST-1e,36.0,False,F,229,S,1583.0
Earth,False,TRAPPIST-1e,32.0,False,F,238,P,1457.0
Europa,True,TRAPPIST-1e,16.0,False,B,50,S,0.0
Europa,True,55 Cancri e,25.0,False,B,50,S,0.0
Earth,False,55 Cancri e,28.0,False,F,239,P,560.0
Europa,False,55 Cancri e,32.0,True,B,45,P,5547.0
Earth,False,TRAPPIST-1e,16.0,False,E,73,P,987.0
Europa,False,55 Cancri e,50.0,True,B,51,S,12557.0
Earth,False,TRAPPIST-1e,20.0,False,F,241,P,946.0
Earth,False,TRAPPIST-1e,23.0,False,G,179,P,908.0
Earth,True,PSO J318.5-22,53.0,False,G,186,S,0.0
Earth,True,TRAPPIST-1e,8.0,False,G,186,S,0.0
Earth,True,TRAPPIST-1e,6.0,False,G,186,S,0.0
Earth,True,TRAPPIST-1e,3.0,False,G,186,S,0.0
Earth,False,55 Cancri e,13.0,False,F,232,S,1144.0
Earth,True,TRAPPIST-1e,60.0,False,G,186,S,0.0
Earth,False,TRAPPIST-1e,40.0,False,G,180,P,756.0
Earth,True,55 Cancri e,31.0,False,G,181,P,0.0
Earth,True,TRAPPIST-1e,28.0,False,G,187,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,G,182,P,970.0
